gene	gene length	silent	nonsense	splice site	missense	recurrent missense	normalized missense position entropy	frameshift indel	inframe indel	normalized mutation entropy	Mean Missense MGAEntropy	Mean VEST Score	lost start and stop	missense to silent	non-silent to silent	inactivating p-value	entropy p-value	vest p-value	combined p-value	expression_CCLE	replication_time	HiC_compartment	gene_betweeness	gene_degree	oncogene score	tsg score	other score	driver score	majority vote class	majority vote cancer gene	training list class	oncogene p-value	oncogene q-value	tsg p-value	tsg q-value	driver p-value	driver q-value
PTK2	3225	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.4152550498957499	0.6015	0.0	12.0	12.0	1.0	1.0	0.050584248065152514	0.20153346422245946	466680.6	356.0	0.03455808	0.0009097186582469213	103.0	0.17099999999999999	0.14300000000000002	0.6859999999999999	0.31400000000000006	0	0	0	0.23603431839847475	0.9999046711153481	0.2145853193517636	0.47690677966101697	0.24880838894184934	0.54375
GNB2L1	954	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.71936234248	1.0	0.0	0.0	1.0	0.17988846914912754	1.0	1.0	1.0	1034999.0	415.0	0.03475504	0.0013165441925999009	190.0	0.078	0.236	0.6859999999999999	0.31400000000000006	0	0	0	0.6175405147759772	0.9999046711153481	0.07616777883698761	0.2512422360248447	0.24880838894184934	0.54375
RPS6KA4	2319	0.0	0.0	0.0	0.8666666666666667	0.0	1.0	0.13333333333333333	0.0	0.8976167900760739	0.8203675165506153	0.4860666666666667	0.0	13.0	15.0	1.0	1.0	0.02956655431376028	0.1336736880825348	1610483.0	257.0	0.05103402	1.2996410601686446e-05	13.0	0.10700000000000001	0.20600000000000002	0.6869999999999999	0.31300000000000006	0	0	0	0.4646329837940896	0.9999046711153481	0.10276453765490944	0.29861495844875346	0.2502383222116301	0.5446058091286307
RFWD2	2196	0.0	0.0	0.05555555555555555	0.9444444444444444	0.0	1.0	0.0	0.0	1.0	0.5311469974708823	0.6536111111111111	0.0	17.0	18.0	0.7117437722419929	1.0	0.013024225058609012	0.06956165915046437	66808.77	929.0	-0.002868086	0.0003068673868880323	76.0	0.131	0.182	0.687	0.31299999999999994	0	0	0	0.3601525262154433	0.9999046711153481	0.13260247855100096	0.34949748743718595	0.2502383222116301	0.5446058091286307
TOP2A	4596	0.3076923076923077	0.0	0.0	0.6923076923076923	0.0	1.0	0.0	0.0	1.0000000000000002	0.8707924391686666	0.3263846153846154	0.0	1.8	1.8	1.0	1.0	0.6172839506172839	0.9150778699038844	1220026.0	191.0	0.02305964	0.00017485371413914752	72.0	0.20400000000000001	0.10700000000000001	0.689	0.31100000000000005	0	0	0	0.16177311725452811	0.9533707865168539	0.3561487130600572	0.6332203389830509	0.253860819828408	0.5503080082135524
NCOA3	4275	0.09090909090909093	0.09090909090909093	0.045454545454545456	0.7272727272727273	0.0	1.0	0.0	0.045454545454545456	0.951533901945023	0.8129268869865001	0.530909090909091	0.0	5.333333333333333	6.666666666666668	0.463821892393321	1.0	0.4317789291882556	0.7944048185279571	266823.5	287.0	0.04926447	0.0005472603978137409	100.0	0.09	0.221	0.6890000000000001	0.31099999999999994	0	0	0	0.5502383222116302	0.9999046711153481	0.08808388941849381	0.27664670658682633	0.2541468064823641	0.5503080082135524
GLI3	4743	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.6474300012594166	0.5482916666666667	0.0	24.0	24.0	1.0	1.0	0.00042	0.003685607455608483	41719.62	589.0	-0.01240769	8.736162610961982e-05	20.0	0.225	0.08499999999999999	0.69	0.31000000000000005	0	0	0	0.12535748331744515	0.8766666666666664	0.4677788369876073	0.7226804123711341	0.2554814108674929	0.5503080082135524
ABL2	3549	0.2	0.05	0.0	0.7	0.0	1.0000000000000002	0.05	0.0	0.976862178684024	0.7312562565184286	0.35305	0.0	2.8	3.2	0.5133470225872689	1.0	0.8920606601248885	0.9939528493220544	328468.0	301.0	0.0055768530000000005	0.00013322127512867526	35.0	0.187	0.123	0.69	0.31000000000000005	0	0	0	0.19666348903717826	0.9999046711153481	0.28760724499523355	0.5646728971962616	0.2554814108674929	0.5503080082135524
PC	3537	0.0	0.3333333333333333	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.9447453451885	0.6456666666666667	0.0	2.0	3.0	0.11515430677107324	1.0	0.5211047420531527	0.8607630104354158	1649909.0	187.0	0.03820645	9.666019016415414e-05	44.0	0.10699999999999998	0.203	0.69	0.31000000000000005	0	0	0	0.4680648236415634	0.9999046711153481	0.10619637750238324	0.30520547945205484	0.2554814108674929	0.5503080082135524
MCM7	2160	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.8214009539006667	0.387	0.0	3.0	3.0	1.0	1.0	0.6553079947575361	0.9322738747459144	1503181.0	254.0	0.04064705	0.0009193699521660725	149.0	0.16499999999999998	0.145	0.6900000000000001	0.30999999999999994	0	0	0	0.2501429933269781	0.9999046711153481	0.20896091515729265	0.4703862660944205	0.2571020019065777	0.5526639344262296
LCK	1530	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.3525375994196667	0.7983333333333333	0.0	3.0	3.0	1.0	1.0	0.03038682427299523	0.13655067539556495	1427362.0	210.0	0.04308828	0.0005853842719931247	86.0	0.20400000000000001	0.10500000000000001	0.691	0.30900000000000005	0	0	0	0.16177311725452811	0.9533707865168539	0.3660629170638704	0.6389351081530783	0.25767397521449	0.552760736196319
LEF1	1200	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0	1.0	0.0	0.3333333333333333	1.0	0.406613291193	0.913	0.0	1.0	3.0	0.15969338869370808	1.0	0.4610419548178885	0.8180111718970665	231203.6	771.0	0.02213737	0.0004545581488424241	37.0	0.10899999999999999	0.2	0.6910000000000001	0.30899999999999994	0	0	0	0.459485224022879	0.9999046711153481	0.10991420400381316	0.3124661246612466	0.2588179218303146	0.5529531568228107
FOXP1	2082	0.08333333333333333	0.0	0.0	0.75	0.0	1.0000000000000002	0.08333333333333333	0.08333333333333333	0.9636492846690782	0.5206972587027223	0.5505416666666666	0.0	6.0	7.333333333333332	1.0	1.0	0.05993048064245475	0.22860901620998944	99202.23	675.0	-0.0006184025	2.373327715286134e-05	13.0	0.087	0.22199999999999998	0.6910000000000001	0.30899999999999994	0	0	0	0.567302192564347	0.9999046711153481	0.08808388941849381	0.27664670658682633	0.2588179218303146	0.5529531568228107
TNFRSF14	852	0.1111111111111111	0.0	0.1111111111111111	0.6666666666666666	0.0	1.0	0.1111111111111111	0.0	0.8934166815252749	1.49238862559575	0.3784444444444445	0.0	4.0	5.333333333333333	0.2581311306143521	1.0	0.3049710277523635	0.6671358639409914	339387.7	228.0	0.03783589	0.00015024625635004873	30.0	0.075	0.233	0.692	0.30800000000000005	0	0	0	0.6379408960915157	0.9999046711153481	0.0771210676835081	0.2512422360248447	0.2602478551000953	0.5548780487804877
KIF1B	5313	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.3673243548838751	0.7765000000000002	0.0	8.0	8.0	1.0	1.0	0.00526	0.03286250356674306	712477.5	306.0	0.02520895	4.9358716799338144e-05	17.0	0.21600000000000003	0.091	0.693	0.30700000000000005	0	0	0	0.1408007626310772	0.9180124223602484	0.4339370829361297	0.6949618320610688	0.26263107721639656	0.5579476861167002
PIK3CG	3309	0.0821917808219178	0.0547945205479452	0.0136986301369863	0.8493150684931506	0.0	1.0	0.0	0.0	0.9610283055020444	0.7315972392673388	0.5013150684931507	0.0	8.857142857142858	9.571428571428571	0.3889537145079736	1.0	0.00541	0.033647528466929484	171311.6	700.0	0.03181737	3.226597727543646e-05	21.0	0.181	0.12599999999999997	0.6930000000000001	0.30699999999999994	0	0	0	0.21124880838894186	0.9999046711153481	0.2754051477597712	0.547348484848485	0.2631077216396568	0.5579476861167002
MDC1	6270	0.0	0.0	0.0	0.8636363636363636	0.0	1.0000000000000002	0.13636363636363635	0.0	0.951533901945023	1.4084839730147891	0.27945454545454546	0.0	19.0	22.0	1.0	1.0	0.2357378595002357	0.5763872833904977	2115149.0	171.0	0.04146259	0.0009521122368985127	186.0	0.098	0.20800000000000002	0.694	0.30600000000000005	0	0	0	0.5083889418493803	0.9999046711153481	0.1005719733079123	0.29861495844875346	0.26434699714013343	0.5579476861167002
CUL3	2325	0.1153846153846154	0.07692307692307693	0.038461538461538464	0.7692307692307693	0.0	1.0	0.0	0.0	0.9610929403394044	0.3660247596784999	0.6476923076923078	0.0	5.0	5.75	0.3068425897514575	1.0	0.3732736095558044	0.7411136956186904	255624.3	463.0	0.02011758	0.023744431467859144	1191.0	0.11499999999999999	0.191	0.694	0.30600000000000005	0	0	0	0.4311725452812202	0.9999046711153481	0.12059103908484273	0.3285714285714286	0.26434699714013343	0.5579476861167002
PTPRD	5739	0.09322033898305083	0.05084745762711865	0.00847457627118644	0.8389830508474576	0.025423728813559324	0.9927550787442864	0.00847457627118644	0.0	0.954743825120374	0.42157033490873774	0.6243983050847459	0.0	8.25	8.916666666666666	0.5743825387708213	0.8862399999999999	0.00013000000000000002	0.0011600320317503676	15779.62	1275.0	-0.02591428	3.492347119324272e-06	6.0	0.20400000000000001	0.10200000000000001	0.694	0.30600000000000005	0	0	0	0.16177311725452811	0.9533707865168539	0.3798856053384175	0.6479674796747967	0.26434699714013343	0.5579476861167002
IL7R	1380	0.043478260869565216	0.043478260869565216	0.021739130434782608	0.7826086956521741	0.0	1.0	0.10869565217391304	0.0	0.8740573239791024	1.1371479587640003	0.4281521739130435	0.0	12.0	14.666666666666664	0.5257623554153522	1.0	0.3868471953578336	0.7542458444721054	139460.7	511.0	0.004846311	6.693902157690792e-05	95.0	0.06	0.24500000000000002	0.695	0.30500000000000005	0	0	0	0.7404194470924692	0.9999046711153481	0.06949475691134414	0.23980263157894738	0.2665395614871306	0.5598409542743538
MST1	2178	0.0	0.0	0.0	0.625	0.0	1.0	0.25	0.125	0.9166666666666666	0.9623679220268	0.629375	0.0	5.0	8.0	1.0	1.0	0.1411631846414455	0.4175379333597666	1551582.0	271.0	0.04756102	6.028485080191603e-08	6.0	0.062	0.24299999999999997	0.6950000000000001	0.30499999999999994	0	0	0	0.7248808388941851	0.9999046711153481	0.07206863679694947	0.24387096774193545	0.26739752144899903	0.5598409542743538
PIGA	1455	0.0	0.0	0.0	0.6666666666666666	0.0	1.0	0.3333333333333333	0.0	1.0	0.395722289002	0.7873333333333333	0.0	2.0	3.0	1.0	1.0	0.17455053237912374	0.4792356424203949	201762.9	446.80162767039667	0.04314788	0.00012340454208225178	7.0	0.14200000000000002	0.16299999999999998	0.6950000000000001	0.30499999999999994	0	0	0	0.32125834127740704	0.9999046711153481	0.16663489037178264	0.40651162790697676	0.26739752144899903	0.5598409542743538
SOX17	1245	0.0	0.038461538461538464	0.0	0.6923076923076923	0.0	1.0000000000000002	0.2692307692307692	0.0	0.8036190274892032	1.1347838076808334	0.5356923076923077	0.0	18.0	26.0	0.3472222222222222	1.0	0.07276961141027508	0.2634592371277022	240943.2	554.0	-0.008123489000000001	0.0	0.0	0.056999999999999995	0.248	0.6950000000000001	0.30499999999999994	0	0	0	0.7704480457578646	0.9999046711153481	0.06739752144899905	0.23488372093023255	0.26739752144899903	0.5598409542743538
EP400	9372	0.07142857142857142	0.07142857142857142	0.0	0.7857142857142857	0.0	1.0	0.07142857142857142	0.0	0.9249572757036592	0.8330756607631818	0.4997857142857143	0.0	5.5	6.5	0.4508566275924256	1.0	0.0708215297450425	0.2583280617609841	623168.3129337237	446.80162767039667	0.021434840720857704	6.326195690071454e-05	36.0	0.093	0.211	0.696	0.30400000000000005	0	0	0	0.5384175405147761	0.9999046711153481	0.0977121067683508	0.2936962750716332	0.2684461391801716	0.5598409542743538
COL2A1	4464	0.2222222222222222	0.0	0.0	0.7777777777777778	0.0	1.0	0.0	0.0	1.0	0.5188170330231429	0.5544444444444445	0.0	2.333333333333333	2.333333333333333	1.0	1.0	0.09788566953797964	0.32536757231110386	374433.4	246.0	0.04662775	0.00016984071000293	19.0	0.21200000000000002	0.092	0.696	0.30400000000000005	0	0	0	0.14623450905624405	0.9353658536585366	0.4286939942802669	0.6886676875957121	0.2684461391801716	0.5598409542743538
RNF2	1011	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.71936234248	1.0	0.0	0.0	1.0	0.33123550844650546	1.0	1.0	1.0	346010.0	458.0	-0.0013297970000000002	0.008709052371225958	703.0	0.075	0.22800000000000004	0.697	0.30300000000000005	0	0	0	0.6379408960915157	0.9999046711153481	0.08150619637750238	0.26146788990825687	0.2698760724499523	0.5617063492063492
JUN	996	0.0	0.0	0.0	0.9090909090909092	0.0	1.0	0.09090909090909093	0.0	0.9474427588512933	0.9121347867945001	0.42718181818181816	0.0	10.0	11.0	1.0	1.0	0.4526935264825713	0.8114712197546311	300719.9	419.0	0.005376669000000001	0.001299267611660758	178.0	0.134	0.16899999999999998	0.6970000000000001	0.30299999999999994	0	0	0	0.3483317445185891	0.9999046711153481	0.1546234509056244	0.383451536643026	0.27082936129647284	0.5625742574257426
XPA	822	0.14285714285714285	0.0	0.0	0.5714285714285714	0.0	1.0	0.2857142857142857	0.0	0.8982265179691364	0.8098444721075	0.5285714285714286	0.0	2.0	3.0	1.0	1.0	0.3944773175542407	0.7614176083010441	484322.3	358.0	0.03591939	3.1956138745345024e-05	27.0	0.08	0.21999999999999997	0.7	0.30000000000000004	0	0	0	0.6059103908484271	0.9999046711153481	0.0897998093422307	0.2778761061946903	0.2765490943755958	0.5733201581027668
HSP90AA1	2565	0.0	0.0	0.0	0.875	0.0	1.0	0.0	0.125	0.9166666666666666	1.0396754917198572	0.4526250000000001	0.0	7.0	8.0	1.0	1.0	0.3668378576669112	0.7347158229179533	1488666.0	145.0	0.04075759	0.02039204609754229	771.0	0.15	0.14700000000000002	0.703	0.29700000000000004	0	0	0	0.29351763584366064	0.9999046711153481	0.20190657769304102	0.45943600867678963	0.2830314585319352	0.5844488188976378
USP7	3309	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.45819906665625	0.53925	0.0	4.0	4.0	1.0	1.0	0.26420079260237783	0.6158641709086954	401069.1	159.0	0.01213762	0.002949680744762909	258.0	0.20800000000000002	0.089	0.703	0.29700000000000004	0	0	0	0.15367016205910392	0.9533707865168539	0.4495710200190658	0.7081081081081081	0.2830314585319352	0.5844488188976378
PRKCA	2019	0.25	0.0	0.0	0.75	0.0	1.0	0.0	0.0	1.0	0.25036343261666666	0.6657500000000001	0.0	1.5	1.5	1.0	1.0	0.07676364473785215	0.27381777283453035	206987.3	603.0	-0.02686108	0.0013446211164424911	125.0	0.194	0.10200000000000001	0.704	0.29600000000000004	0	0	0	0.1801715919923737	0.9835051546391751	0.3798856053384175	0.6479674796747967	0.28541468064823644	0.5859099804305283
HIST3H3	411	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.4573600391434	0.6758	0.0	5.0	5.0	1.0	1.0	0.045737285034760336	0.18682955765760006	626587.8	351.0	0.006500141	0.0015163254395879331	210.0	0.193	0.10300000000000001	0.704	0.29600000000000004	0	0	0	0.18188751191611055	0.9835051546391751	0.3748331744518589	0.6456486042692938	0.28541468064823644	0.5859099804305283
PAK7	2160	0.0	0.04166666666666666	0.04166666666666666	0.8333333333333334	0.0	1.0	0.04166666666666666	0.0	0.9310917507082572	0.8623628033614998	0.6064999999999999	0.04166666666666666	20.0	24.0	0.1160227404571296	1.0	0.09477774618519573	0.3180950281641508	93375.04	786.0	-0.04596289	1.8694419206142375e-05	26.0	0.084	0.21200000000000002	0.704	0.29600000000000004	0	0	0	0.5822688274547188	0.9999046711153481	0.0958055290753098	0.28962536023054747	0.28541468064823644	0.5859099804305283
SMARCE1	1236	0.0	0.0	0.0	0.8333333333333334	0.0	1.0	0.16666666666666666	0.0	1.0	0.6467200667724	0.4511666666666666	0.0	5.0	6.0	1.0	1.0	0.5104645227156712	0.8537182945188381	1042327.0	196.0	0.01909044	0.0005208587837501347	114.0	0.16	0.135	0.705	0.29500000000000004	0	0	0	0.26263107721639656	0.9999046711153481	0.23984747378455676	0.5072580645161291	0.2872259294566253	0.5884765624999998
RECQL4	3627	0.013157894736842105	0.02631578947368421	0.013157894736842105	0.8815789473684209	0.0	1.0	0.03947368421052632	0.02631578947368421	0.9462773962173484	1.2156138468108062	0.35426315789473684	0.0	33.5	37.5	0.6653359946773121	1.0	0.00488	0.03085433708849137	1755818.0	291.0	0.007104334	2.071902839688254e-05	19.0	0.16	0.13399999999999998	0.706	0.29400000000000004	0	0	0	0.26263107721639656	0.9999046711153481	0.2453765490943756	0.5133200795228627	0.2896091515729266	0.5922027290448343
RAD52	1257	0.0	0.0	0.0	0.8888888888888888	0.0	1.0	0.1111111111111111	0.0	1.0	1.0314014499621251	0.5042222222222222	0.0	8.0	9.0	1.0	1.0	0.037578445003945735	0.1608855234354473	473725.0	289.0	0.04360275	3.131968252466224e-05	40.0	0.10500000000000001	0.188	0.707	0.29300000000000004	0	0	0	0.4733079122974261	0.9999046711153481	0.12402287893231648	0.3327365728900255	0.2924690181124881	0.5968871595330739
SHQ1	1734	0.0	0.0	0.0	0.9090909090909092	0.0	1.0	0.09090909090909093	0.0	1.0000000000000002	0.9004523505295999	0.5767272727272726	0.0	10.0	11.0	1.0	1.0	0.0131211210685841	0.06998191977505135	140727.7	510.0	0.02099261	7.332035143814151e-06	10.0	0.14	0.15200000000000002	0.708	0.29200000000000004	0	0	0	0.32774070543374645	0.9999046711153481	0.19065776930409914	0.44194260485651216	0.2953288846520496	0.6003875968992248
DYNC1I1	1938	0.16666666666666666	0.0	0.0	0.8333333333333334	0.0	1.0	0.0	0.0	1.0	0.4848725386516	0.4876666666666667	0.0	2.5	2.5	1.0	1.0	0.2576655501159495	0.6070839609344936	184459.0	747.0	-0.00681706	0.00014702678012206498	46.0	0.26399999999999996	0.028000000000000004	0.708	0.29200000000000004	0	0	0	0.0799809342230696	0.7170940170940171	0.8428026692087702	0.9039877300613497	0.2953288846520496	0.6003875968992248
RELA	1656	0.1111111111111111	0.0	0.0	0.7777777777777778	0.0	1.0	0.0	0.1111111111111111	0.929896694047616	0.7993075716852859	0.4411111111111111	0.0	3.5	4.0	1.0	1.0	0.3677822728944465	0.7356617012321934	4131934.0	202.0	0.05333446	0.003067335977219259	255.0	0.136	0.15500000000000003	0.709	0.29100000000000004	0	0	0	0.3410867492850333	0.9999046711153481	0.1824594852240229	0.42628062360801783	0.29857006673021924	0.6058027079303674
RAD51C	1131	0.0	0.06666666666666668	0.0	0.8	0.0	1.0	0.13333333333333333	0.0	0.9188632257835572	0.6487634297253332	0.6093333333333334	0.0	12.0	15.0	0.8424599831508003	1.0	0.09672115291614276	0.3226543333595663	524193.4	222.0	0.0172572	6.635324444417491e-05	15.0	0.078	0.213	0.7090000000000001	0.2909999999999999	0	0	0	0.6175405147759772	0.9999046711153481	0.09504289799809344	0.2881502890173411	0.3000953288846521	0.6065510597302506
EGLN1	1281	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.306608306968	0.762	0.0	2.0	2.0	1.0	1.0	0.0480977345967005	0.1940512818412415	362960.2	518.0	0.003281983	5.733750719097373e-05	28.0	0.22599999999999998	0.065	0.7090000000000001	0.2909999999999999	0	0	0	0.12535748331744515	0.8766666666666664	0.5778836987607245	0.7862113402061857	0.3000953288846521	0.6065510597302506
TYK2	3564	0.0625	0.0625	0.0	0.8125	0.0	1.0	0.0625	0.0	0.96875	0.8811186600444615	0.4326875	0.0	6.5	7.5	0.6854009595613434	1.0	0.08435259384226065	0.2929354466062732	1802015.0	191.0	0.0208135	0.00028885919435744624	72.0	0.131	0.158	0.711	0.28900000000000003	0	0	0	0.3601525262154433	0.9999046711153481	0.17635843660629172	0.4214123006833714	0.3033365109628217	0.6110687022900764
CREB1	1026	0.25	0.0	0.0	0.75	0.0	1.0	0.0	0.0	1.0	0.254240692193	0.7070000000000001	0.0	1.5	1.5	1.0	1.0	0.0580416739218759	0.22326275527019965	184505.5	198.0	0.02496143	0.0006598883183215769	97.0	0.181	0.10799999999999998	0.7110000000000001	0.2889999999999999	0	0	0	0.21124880838894186	0.9999046711153481	0.35471877979027644	0.6332203389830509	0.3047664442326025	0.6110687022900764
NUF2	1395	0.0	0.0	0.0	0.875	0.0	1.0	0.125	0.0	1.0	0.6670214798087144	0.600375	0.0	7.0	8.0	1.0	1.0	0.031011598337778324	0.13872709807546826	130027.3	852.0	-0.009450484	3.679030123827367e-05	26.0	0.1	0.188	0.712	0.28800000000000003	0	0	0	0.4977121067683508	0.9999046711153481	0.12402287893231648	0.3327365728900255	0.30524308865586275	0.6110687022900764
BCL11A	2508	0.0	0.0	0.0	0.75	0.0	1.0	0.25	0.0	1.0	0.5731824380463334	0.61175	0.0	3.0	4.0	1.0	1.0	0.6770480704129993	0.9411056219019924	151286.7	732.0	0.006981601	5.887704312321032e-05	32.0	0.11200000000000002	0.176	0.712	0.28800000000000003	0	0	0	0.4425166825548141	0.9999046711153481	0.1446139180171592	0.37456790123456785	0.30524308865586275	0.6110687022900764
TPM3	858	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.257318630774	0.857	0.0	1.0	1.0	1.0	1.0	0.054042369217466496	0.21173729598622668	2028928.0	185.0	0.03462577	0.0006526839913610393	102.0	0.16	0.128	0.712	0.28800000000000003	0	0	0	0.26263107721639656	0.9999046711153481	0.26434699714013343	0.5342967244701348	0.30524308865586275	0.6110687022900764
TRAF3	1707	0.0	0.18181818181818185	0.0	0.8181818181818182	0.0	1.0	0.0	0.0	0.9474427588512933	0.7002476972857778	0.5177272727272727	0.0	9.0	11.0	0.10236462278636503	1.0	0.6468305304010349	0.9286358021767336	719157.5	178.0	0.0490396	0.00037691429129272367	102.0	0.083	0.20400000000000001	0.713	0.28700000000000003	0	0	0	0.5873212583412774	0.9999046711153481	0.10552907530981888	0.30520547945205484	0.3083889418493804	0.6161904761904763
HIST1H3G	411	0.0	0.0	0.0	0.6666666666666666	0.0	1.0	0.3333333333333333	0.0	1.0	0.2780731420175	0.9003333333333332	0.0	2.0	3.0	1.0	1.0	0.05660911406736485	0.21916701278296669	390169.2	544.0	0.05680035	1.2047823541808719e-07	5.0	0.13	0.15699999999999997	0.7130000000000001	0.2869999999999999	0	0	0	0.3644423260247855	0.9999046711153481	0.1795996186844614	0.4249438202247191	0.30962821734985696	0.6170777988614801
PTPRT	4383	0.0898876404494382	0.033707865168539325	0.02247191011235955	0.7865168539325843	0.0	1.0	0.06741573033707865	0.0	0.9270331267773484	0.5193858230705573	0.5949887640449437	0.0	7.777777777777778	9.0	0.5405405405405406	1.0	0.00219	0.015601239679986662	17956.46	1018.0	-0.0719033	0.0	1.0	0.096	0.19	0.714	0.28600000000000003	0	0	0	0.5185891325071497	0.9999046711153481	0.1217349857006673	0.32912371134020624	0.3100095328884652	0.6170777988614801
AKT2	1446	0.1153846153846154	0.0	0.0	0.8846153846153846	0.0	1.0	0.0	0.0	1.0	0.4783581279214349	0.5329230769230767	0.0	5.75	5.75	1.0	1.0	0.01433630094762949	0.07519333119047537	1005838.0	400.0	0.02966292	0.0002585293874096662	48.0	0.213	0.07	0.717	0.28300000000000003	0	0	0	0.1448045757864633	0.9319018404907975	0.5477597712106769	0.7702412868632708	0.3171591992373689	0.6301136363636364
MSI2	987	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.5587691279385	0.578	0.0	2.0	2.0	1.0	1.0	0.22629554197782306	0.5625511260802452	801767.1	507.0	-0.0069023240000000005	6.947366287489666e-05	33.0	0.255	0.027000000000000003	0.718	0.28200000000000003	0	0	0	0.08722592945662536	0.7561983471074379	0.8528122020972355	0.9100712105798576	0.3198284080076263	0.6327137546468402
PRKCZ	1779	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.8182492933215	0.4035	0.0	4.0	4.0	1.0	1.0	0.5428881650380022	0.8745124526781298	1013925.0	293.0	0.0281703	0.00043289174637473	83.0	0.182	0.1	0.718	0.28200000000000003	0	0	0	0.2069590085795996	0.9999046711153481	0.3896091515729266	0.6570739549839227	0.3198284080076263	0.6327137546468402
ROS1	7044	0.025157232704402517	0.06918238993710693	0.031446540880503145	0.8301886792452831	0.0	1.0	0.0440251572327044	0.0	0.8916000004083321	0.8489533743381664	0.4362578616352202	0.0	26.4	31.0	0.33467202141900937	1.0	0.00011	0.0011126533211389047	168681.7	310.0	-0.01750335	6.157980018650264e-07	6.0	0.10800000000000001	0.173	0.719	0.281	0	0	0	0.459485224022879	0.9999046711153481	0.14871306005719734	0.37772397094431	0.32202097235462346	0.6327137546468402
BTG1	516	0.0	0.0	0.09090909090909093	0.8181818181818182	0.0	1.0	0.09090909090909093	0.0	0.8948855177025862	0.8127083876522222	0.5372727272727272	0.0	9.0	11.0	0.35714285714285715	1.0	0.6720430107526881	0.9391350379105512	114728.4	510.0	0.007346907	7.227044077621259e-05	18.0	0.05	0.231	0.719	0.281	0	0	0	0.8110581506196377	0.9999046711153481	0.07816968541468065	0.25308641975308643	0.32202097235462346	0.6327137546468402
TCEB1	339	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.251987498536	0.851	0.0	1.0	1.0	1.0	1.0	0.1924557351809084	0.5096014431886746	258047.3	417.0	0.02541015	0.0009762261806532576	125.0	0.181	0.1	0.719	0.281	0	0	0	0.21124880838894186	0.9999046711153481	0.3896091515729266	0.6570739549839227	0.32202097235462346	0.6327137546468402
HDAC9	3210	0.2857142857142857	0.0	0.0	0.7142857142857143	0.0	1.0	0.0	0.0	0.8982265179691364	0.6822140443744	0.3850000000000001	0.0	1.6666666666666667	1.6666666666666667	1.0	1.0	0.3278688524590164	0.6934890461046952	65395.04	684.0	-0.005735417	0.00010019336409668232	61.0	0.22199999999999998	0.059	0.7190000000000001	0.2809999999999999	0	0	0	0.13203050524308865	0.9111842105263157	0.6169685414680648	0.8110275689223057	0.3240228789323165	0.6327137546468402
POLB	1008	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.31478928573000003	0.7926666666666667	0.0	3.0	3.0	1.0	1.0	0.0455497859160062	0.186250767753718	524868.5	327.0	0.04066937	0.00014702110501728838	33.0	0.192	0.088	0.72	0.28	0	0	0	0.18388941849380366	0.984183673469388	0.4556720686367969	0.7134328358208955	0.32449952335557675	0.6327137546468402
CDK4	912	0.15384615384615385	0.0	0.0	0.7692307692307693	0.0	1.0	0.0	0.07692307692307693	1.0000000000000002	0.8095019010121	0.4675384615384616	0.0	3.333333333333333	3.6666666666666665	1.0	1.0	0.3266906239790918	0.6921730349438993	1160849.0	344.0	0.03909095	0.0011042910290928944	138.0	0.145	0.135	0.72	0.28	0	0	0	0.31315538608198284	0.9999046711153481	0.23984747378455676	0.5072580645161291	0.32449952335557675	0.6327137546468402
BIRC2	1857	0.3333333333333333	0.0	0.0	0.6666666666666666	0.0	1.0	0.0	0.0	1.0	0.560765560071	0.38299999999999995	0.0	1.0	1.0	1.0	1.0	0.2967359050445104	0.657244137793552	463958.8	312.0	0.01488698	0.0010292112625522002	120.0	0.177	0.10300000000000001	0.72	0.28	0	0	0	0.21858913250714967	0.9999046711153481	0.3748331744518589	0.6456486042692938	0.32449952335557675	0.6327137546468402
CDH2	2721	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.333412298797	0.516	0.0	2.0	2.0	1.0	1.0	0.3252032520325203	0.6905056589458476	43238.92	931.0	-0.01629256	0.00012105872999454605	53.0	0.238	0.042	0.72	0.28	0	0	0	0.10781696854146806	0.8255474452554744	0.7265014299332698	0.8670079635949944	0.32449952335557675	0.6327137546468402
